EEID,Full Name,Job Title,Department,Business Unit,Gender,Age,Hire Date,Annual Salary,Country,City,Exit Date
E01193,Raelynn Lu,Director,Finance,Research & Development,Female,27,5/26/2020,"$1,53,628 ",China,Chongqing,12/12/2020
E01789,Charles Luu,Sr. Manger,Sales,Manufacturing,Male,25,6/15/2021,"$1,42,731 ",China,Shanghai,6/3/2022
E01422,Lydia Espinoza,Sr. Manger,Marketing,Speciality Products,Female,29,5/15/2020,"$1,37,106 ",Brazil,Sao Paulo,
E00440,Adeline Thao,Vice President,Finance,Corporate,Female,54,9/5/2007,"$1,83,239 ",United States,Seattle,
E00145,Kinsley Dixon,Analyst,Accounting,Manufacturing,Female,28,5/25/2019,"$45,819 ",United States,Miami,
E04150,Natalia Vu,Analyst,Accounting,Research & Development,Female,54,12/29/2006,"$55,518 ",United States,Columbus,
E02846,Julia Mai,Manager,Marketing,Manufacturing,Female,50,3/11/2012,"$1,08,134 ",China,Shanghai,
E04247,Camila Evans,Manager,Marketing,Research & Development,Female,55,12/20/1992,"$1,13,950 ",United States,Miami,
E02613,Everly Lai,Vice President,Marketing,Speciality Products,Female,52,4/1/1998,"$1,82,035 ",United States,Chicago,
E03349,Adam He,Director,Accounting,Speciality Products,Male,35,8/16/2017,"$1,81,356 ",China,Beijing,
E03648,Vivian Hunter,Account Representative,Sales,Corporate,Female,26,8/21/2019,"$66,084 ",United States,Seattle,
E02192,Lucy Avila,Solutions Architect,IT,Speciality Products,Female,43,4/22/2010,"$76,912 ",Brazil,Sao Paulo,
E03981,Eliana Li,Test Engineer,Engineering,Research & Development,Female,63,5/7/2018,"$67,987 ",United States,Miami,
E03262,Logan Mitchell,Analyst II,Marketing,Manufacturing,Male,65,8/20/2005,"$59,833 ",United States,Columbus,
E02716,Dominic Dinh,Sr. Manger,Marketing,Speciality Products,Male,45,4/11/2005,"$1,28,468 ",United States,Chicago,
E00245,Lucas Daniels,Manager,Sales,Corporate,Male,42,5/29/2011,"$1,02,440 ",United States,Chicago,
E04123,Andrew Holmes,Vice President,IT,Speciality Products,Male,59,12/30/2010,"$2,46,619 ",United States,Miami,
E03471,Julia Sandoval,Manager,Human Resources,Corporate,Female,42,11/19/2017,"$1,01,143 ",United States,Miami,
E00717,Kennedy Vargas,Business Partner,Human Resources,Manufacturing,Female,45,10/14/2005,"$51,404 ",Brazil,Manaus,12/6/2009
E01966,Thomas Williams,Field Engineer,Engineering,Speciality Products,Male,45,11/21/2015,"$87,292 ",United States,Columbus,
E03683,Raelynn Hong,Director,Marketing,Speciality Products,Female,28,12/11/2019,"$1,82,321 ",China,Beijing,
E03694,Eli Reed,Systems Analyst,IT,Corporate,Male,51,2/27/2014,"$53,929 ",United States,Miami,12/22/2017
E04766,Lyla Yoon,Vice President,Accounting,Manufacturing,Female,38,12/13/2012,"$1,91,571 ",United States,Austin,
E01465,Hannah White,Sr. Manger,Accounting,Corporate,Female,62,1/30/2009,"$1,50,555 ",United States,Phoenix,
E00206,Theodore Xi,Manager,Finance,Corporate,Male,52,10/5/2009,"$1,22,890 ",China,Shanghai,
E04088,Ezra Liang,Vice President,Finance,Research & Development,Male,52,5/26/1997,"$2,16,999 ",United States,Miami,
E02066,Grayson Yee,Manager,Human Resources,Corporate,Male,48,7/16/2015,"$1,10,565 ",China,Beijing,
E03227,Eli Richardson,IT Coordinator,IT,Speciality Products,Male,38,4/19/2015,"$48,762 ",United States,Seattle,
E03364,Audrey Lee,Development Engineer,Engineering,Speciality Products,Female,51,2/11/2017,"$87,036 ",China,Chongqing,
E00607,Jameson Allen,Director,Marketing,Speciality Products,Male,32,11/28/2016,"$1,77,443 ",United States,Seattle,
E02258,Eliza Chen,Enterprise Architect,IT,Research & Development,Female,36,4/29/2016,"$75,862 ",United States,Austin,
E03681,Lyla Chen,Sr. Business Partner,Human Resources,Research & Development,Female,45,4/26/2019,"$90,870 ",United States,Chicago,
E02298,Emily Doan,Engineering Manager,Engineering,Corporate,Female,32,12/4/2014,"$99,202 ",United States,Phoenix,
E02984,Jack Mai,Sr. Analyst,Marketing,Corporate,Male,45,9/22/2007,"$92,293 ",China,Chengdu,
E02440,Grayson Turner,Solutions Architect,IT,Corporate,Male,54,6/30/1992,"$63,196 ",United States,Chicago,10/26/2014
E04699,Ivy Tang,Development Engineer,Engineering,Speciality Products,Female,48,5/3/2012,"$65,340 ",China,Shanghai,5/9/2018
E03579,Robert Zhang,Vice President,Marketing,Corporate,Male,45,9/24/2015,"$2,02,680 ",United States,Phoenix,8/17/2022
E01649,Eva Alvarado,Computer Systems Manager,IT,Manufacturing,Female,46,4/24/2017,"$77,461 ",Brazil,Sao Paulo,
E04969,Abigail Vang,Operations Engineer,Engineering,Research & Development,Female,40,9/9/2016,"$1,09,680 ",China,Chengdu,
E00170,Claire Adams,Director,Sales,Manufacturing,Female,61,8/19/1997,"$1,59,567 ",United States,Phoenix,
E00955,Theodore Marquez,Development Engineer,Engineering,Speciality Products,Male,54,11/24/2012,"$94,407 ",Brazil,Sao Paulo,
E00810,Hunter Nunez,Vice President,Human Resources,Corporate,Male,62,8/16/2002,"$2,34,594 ",United States,Seattle,
E02798,Charles Henderson,Systems Analyst,IT,Speciality Products,Male,48,2/11/2002,"$43,080 ",United States,Austin,
E04542,Camila Cortez,Manager,Marketing,Manufacturing,Female,29,5/9/2021,"$1,29,541 ",United States,Phoenix,5/24/2021
E02818,Aaron Garza,Director,Sales,Research & Development,Male,39,12/27/2013,"$1,65,756 ",United States,Columbus,6/9/2020
E02907,Jose Singh,Sr. Manger,Finance,Speciality Products,Male,44,4/6/2010,"$1,42,878 ",United States,Columbus,
E00023,Gabriel Joseph,Director,Engineering,Manufacturing,Male,52,10/28/2006,"$1,87,992 ",United States,Miami,
E02391,Natalia Santos,Vice President,Human Resources,Speciality Products,Female,45,2/25/2019,"$2,49,801 ",Brazil,Sao Paulo,
E01429,Dylan Wilson,Network Administrator,IT,Research & Development,Male,48,9/27/2006,"$76,505 ",United States,Seattle,4/8/2007
E00494,Robert Alvarez,Service Desk Analyst,IT,Corporate,Male,39,10/21/2016,"$84,297 ",Brazil,Manaus,
E00634,Samantha Chavez,Sr. Analyst,Sales,Speciality Products,Female,53,1/9/2017,"$75,769 ",Brazil,Manaus,7/17/2020
E01249,Samuel Bailey,Vice President,Accounting,Speciality Products,Male,41,8/17/2013,"$2,35,619 ",United States,Seattle,
E04683,Ezekiel Delgado,Director,Engineering,Speciality Products,Male,40,2/7/2020,"$1,87,187 ",Brazil,Manaus,
E04732,Benjamin Ramirez,Network Engineer,IT,Research & Development,Male,48,7/27/2005,"$68,987 ",United States,Chicago,4/22/2006
E03834,Anthony Carter,Director,Engineering,Speciality Products,Male,41,3/15/2007,"$1,55,926 ",United States,Columbus,5/30/2008
E02923,Ethan Tang,Sr. Analyst,Accounting,Speciality Products,Male,54,5/4/2016,"$93,668 ",United States,Chicago,
E02642,Sebastian Rogers,HRIS Analyst,Human Resources,Research & Development,Male,38,11/29/2019,"$69,647 ",United States,Miami,4/20/2022
E00981,Miles Thao,System Administrator ,IT,Corporate,Male,57,6/26/2003,"$63,318 ",United States,Columbus,
E04157,William Cao,Sr. Analyst,Marketing,Manufacturing,Male,63,2/12/2017,"$77,629 ",China,Beijing,
E03528,Leo Hsu,Sr. Manger,Human Resources,Manufacturing,Male,62,11/22/2017,"$1,38,808 ",China,Chongqing,
E04547,Avery Grant,Enterprise Architect,IT,Research & Development,Female,49,3/5/2014,"$88,777 ",United States,Chicago,
E04415,Penelope Fong,Director,Accounting,Corporate,Female,60,5/14/2004,"$1,86,378 ",China,Chongqing,
E04484,Vivian Thao,Quality Engineer,Engineering,Research & Development,Female,45,4/23/2015,"$60,017 ",United States,Chicago,
E02800,Eva Estrada,Sr. Manger,Sales,Speciality Products,Female,45,7/24/2018,"$1,48,991 ",Brazil,Sao Paulo,
E04926,Emma Luna,Field Engineer,Engineering,Speciality Products,Female,52,3/25/2008,"$97,398 ",Brazil,Manaus,
E01268,Charlotte Wu,Sr. Business Partner,Human Resources,Manufacturing,Female,63,5/2/2007,"$72,805 ",China,Shanghai,
E04853,Vivian Chu,Sr. Account Representative,Sales,Research & Development,Female,46,1/17/2021,"$72,131 ",China,Shanghai,
E01209,Jayden Williams,Manager,Human Resources,Manufacturing,Male,64,12/26/1992,"$1,04,668 ",United States,Columbus,
E02024,Amelia Bell,Sr. Analyst,Sales,Manufacturing,Female,53,8/5/2017,"$89,769 ",United States,Seattle,
E02427,Addison Mehta,Manager,Sales,Corporate,Female,27,9/15/2018,"$1,27,616 ",United States,Columbus,
E00276,Alexander Jackson,Manager,Human Resources,Corporate,Male,45,7/9/2012,"$1,09,883 ",United States,Columbus,
E00951,Everly Lin,Business Partner,Human Resources,Manufacturing,Female,25,3/15/2021,"$47,974 ",China,Chongqing,
E03248,Lyla Stewart,Sr. Manger,IT,Speciality Products,Female,43,3/27/2015,"$1,20,321 ",United States,Austin,
E04444,Brooklyn Ruiz,IT Coordinator,IT,Manufacturing,Female,61,8/10/2014,"$57,446 ",United States,Phoenix,
E02307,Skylar Evans,Director,Accounting,Research & Development,Female,42,6/4/2009,"$1,74,099 ",United States,Austin,
E02375,Lincoln Huynh,Sr. Manger,Finance,Manufacturing,Male,63,2/8/2002,"$1,28,703 ",United States,Austin,
E02276,Hazel Griffin,Field Engineer,Engineering,Corporate,Female,32,11/9/2015,"$65,247 ",United States,Phoenix,
E02649,Charles Gonzalez,Quality Engineer,Engineering,Research & Development,Male,27,9/28/2018,"$64,247 ",Brazil,Rio de Janerio,
E00503,Leah Patterson,Manager,Human Resources,Research & Development,Female,33,6/11/2012,"$1,18,253 ",United States,Austin,
E01706,Avery Sun,Operations Engineer,Engineering,Manufacturing,Female,45,3/11/2004,"$1,09,422 ",China,Chongqing,
E00676,Isaac Yoon,Manager,Human Resources,Corporate,Male,41,2/6/2019,"$1,26,950 ",United States,Chicago,
E02005,Isabella Bui,Enterprise Architect,IT,Manufacturing,Female,36,11/21/2014,"$97,500 ",United States,Miami,
E01895,Gabriel Zhou,IT Coordinator,IT,Manufacturing,Male,25,1/17/2021,"$41,844 ",China,Chongqing,
E01396,Jack Vu,Analyst II,Accounting,Research & Development,Male,43,2/10/2014,"$58,875 ",China,Chengdu,
E00749,Valentina Moua,Account Representative,Sales,Manufacturing,Female,37,11/10/2015,"$64,204 ",United States,Columbus,4/20/2021
E01941,Quinn Trinh,Analyst II,Sales,Corporate,Female,42,5/9/2010,"$67,743 ",China,Beijing,12/25/2014
E01413,Caroline Nelson,Sr. Account Representative,Sales,Speciality Products,Female,60,7/30/1997,"$71,677 ",United States,Columbus,
E03928,Miles Dang,IT Coordinator,IT,Speciality Products,Male,61,9/24/2000,"$40,063 ",United States,Miami,
E04109,Leah Bryant,IT Coordinator,IT,Manufacturing,Female,55,4/30/2004,"$40,124 ",United States,Austin,
E03994,Henry Jung,Automation Engineer,Engineering,Manufacturing,Male,57,2/26/2018,"$1,03,183 ",United States,Austin,7/9/2021
E00639,Benjamin Mai,System Administrator ,IT,Corporate,Male,54,6/15/1998,"$95,239 ",United States,Phoenix,
E00608,Anna Han,Development Engineer,Engineering,Manufacturing,Female,29,11/9/2019,"$75,012 ",United States,Chicago,
E04189,Ariana Kim,Network Architect,IT,Manufacturing,Female,33,6/29/2014,"$96,366 ",China,Chengdu,
E02732,Alice Tran,Analyst,Marketing,Corporate,Female,39,7/29/2014,"$40,897 ",United States,Seattle,
E00324,Hailey Song,Manager,Finance,Research & Development,Female,37,8/23/2016,"$1,24,928 ",China,Chongqing,
E00518,Lydia Morales,Manager,Finance,Speciality Products,Female,51,6/14/2013,"$1,08,221 ",Brazil,Manaus,
E01286,Liam Sanders,Sr. Business Partner,Human Resources,Corporate,Male,46,2/20/2007,"$75,579 ",United States,Seattle,
E04564,Luke Sanchez,Sr. Manger,Human Resources,Manufacturing,Male,41,12/27/2015,"$1,29,903 ",Brazil,Sao Paulo,
E02033,Grace Sun,Director,Finance,Research & Development,Female,25,4/17/2021,"$1,86,870 ",China,Shanghai,
E00412,Ezra Banks,Analyst II,Sales,Research & Development,Male,37,4/23/2010,"$57,531 ",United States,Chicago,
E01844,Jayden Kang,Analyst,Finance,Research & Development,Male,46,4/24/2011,"$55,894 ",United States,Seattle,
E00667,Skylar Shah,Field Engineer,Engineering,Manufacturing,Female,42,4/27/2012,"$72,903 ",United States,Phoenix,
E02639,Sebastian Le,Analyst,Finance,Corporate,Male,37,11/9/2015,"$45,369 ",China,Beijing,
E00287,Luca Nelson,Manager,Finance,Speciality Products,Male,60,6/15/2010,"$1,06,578 ",United States,Miami,
E02235,Riley Ramirez,Sr. Business Partner,Human Resources,Research & Development,Female,52,9/13/1999,"$92,994 ",United States,Chicago,
E02720,Jaxon Fong,Sr. Analyst,Sales,Speciality Products,Male,59,3/13/1997,"$83,685 ",China,Beijing,
E03583,Kayden Jordan,Cloud Infrastructure Architect,IT,Research & Development,Male,48,9/14/2010,"$99,335 ",United States,Phoenix,
E01188,Alexander James,Sr. Manger,Human Resources,Manufacturing,Male,42,4/18/2013,"$1,31,179 ",United States,Columbus,
E02428,Connor Luu,Computer Systems Manager,IT,Speciality Products,Male,35,5/3/2016,"$73,899 ",China,Chengdu,
E03289,Christopher Lam,Vice President,Accounting,Manufacturing,Male,64,3/29/2013,"$2,52,325 ",United States,Columbus,
E01947,Sophie Owens,Analyst II,Finance,Research & Development,Female,30,3/5/2015,"$52,697 ",United States,Seattle,
E02024,Addison Perez,Operations Engineer,Engineering,Speciality Products,Female,29,9/25/2020,"$1,23,588 ",Brazil,Sao Paulo,
E04249,Hadley Dang,Vice President,Accounting,Corporate,Female,47,12/26/2021,"$2,43,568 ",United States,Austin,
E01090,Ethan Mehta,Director,Sales,Research & Development,Male,49,7/20/2001,"$1,99,176 ",United States,Phoenix,
E03830,Madison Her,Technical Architect,IT,Speciality Products,Female,56,6/22/1996,"$82,806 ",United States,Seattle,
E04363,Savannah Singh,Director,Marketing,Speciality Products,Female,53,6/20/1997,"$1,64,399 ",United States,Seattle,
E04920,Nevaeh Hsu,Sr. Manger,Human Resources,Manufacturing,Female,32,4/14/2017,"$1,54,956 ",United States,Phoenix,
E03866,Jordan Zhu,Sr. Manger,Marketing,Manufacturing,Male,32,1/29/2017,"$1,43,970 ",United States,Seattle,12/9/2017
E03521,Jackson Navarro,Director,Sales,Corporate,Male,52,9/25/2020,"$1,63,143 ",Brazil,Sao Paulo,
E04095,Sadie Patterson,Sr. Analyst,Accounting,Speciality Products,Female,38,7/24/2020,"$89,390 ",United States,Seattle,
E04079,Christopher Butler,Network Architect,IT,Manufacturing,Male,41,10/5/2017,"$67,468 ",United States,Miami,
E01508,Penelope Rodriguez,Engineering Manager,Engineering,Manufacturing,Female,49,3/12/2016,"$1,00,810 ",Brazil,Rio de Janerio,
E02259,Emily Lau,Sr. Analyst,Finance,Manufacturing,Female,35,3/18/2019,"$74,779 ",United States,Phoenix,
E04972,Sophie Oh,Network Engineer,IT,Corporate,Female,29,11/9/2017,"$63,985 ",United States,Miami,
E01834,Chloe Allen,Solutions Architect,IT,Manufacturing,Female,64,7/8/2004,"$77,903 ",United States,Seattle,
E03124,Caleb Nelson,Director,Marketing,Corporate,Male,33,6/12/2017,"$1,64,396 ",United States,Columbus,
E01898,Oliver Moua,IT Systems Architect,IT,Corporate,Male,29,6/28/2021,"$71,234 ",United States,Seattle,
E00342,Wesley Doan,Manager,Finance,Corporate,Male,63,4/19/2004,"$1,22,487 ",China,Shanghai,
E03910,Nova Hsu,Manager,Human Resources,Speciality Products,Female,32,1/3/2017,"$1,01,870 ",United States,Phoenix,
E00862,Levi Moreno,Systems Analyst,IT,Research & Development,Male,64,6/27/2020,"$40,316 ",Brazil,Manaus,
E02576,Gianna Ha,Manager,IT,Research & Development,Female,55,2/8/2005,"$1,15,145 ",China,Chongqing,
E00035,Lillian Gonzales,Cloud Infrastructure Architect,IT,Manufacturing,Female,43,3/13/2009,"$62,335 ",Brazil,Manaus,
E01832,Ezra Singh,Analyst,Finance,Manufacturing,Male,56,5/10/2006,"$41,561 ",United States,Austin,
E01755,Audrey Patel,Sr. Manger,Finance,Speciality Products,Female,37,4/24/2011,"$1,31,183 ",China,Shanghai,3/16/2016
E00465,Brooklyn Cho,Technical Architect,IT,Manufacturing,Female,45,7/8/2002,"$92,655 ",China,Chengdu,
E02391,Piper Ramos,Sr. Manger,Sales,Manufacturing,Female,49,4/2/1996,"$1,57,057 ",United States,Miami,
E04697,Eleanor Williams,Enterprise Architect,IT,Speciality Products,Female,61,2/9/2005,"$64,462 ",United States,Chicago,
E00371,Melody Grant,Quality Engineer,Engineering,Corporate,Female,41,10/7/2005,"$79,352 ",United States,Seattle,
E02992,Paisley Sanders,Sr. Manger,Marketing,Speciality Products,Female,55,3/27/2001,"$1,57,812 ",United States,Miami,
E04369,Santiago f Gray,Quality Engineer,Engineering,Corporate,Male,27,9/11/2018,"$80,745 ",United States,Chicago,
E00592,Josephine Richardson,System Administrator ,IT,Manufacturing,Female,57,2/18/1996,"$75,354 ",United States,Austin,12/14/1996
E03532,Jaxson Santiago,Engineering Manager,Engineering,Research & Development,Male,56,9/20/2018,"$78,938 ",United States,Phoenix,
E00863,Lincoln Ramos,Operations Engineer,Engineering,Corporate,Male,59,9/10/2008,"$96,313 ",United States,Austin,
E03310,Dylan Campbell,Director,Engineering,Speciality Products,Male,45,11/29/2010,"$1,53,767 ",United States,Phoenix,
E01883,Olivia Gray,Manager,Marketing,Research & Development,Female,42,9/19/2015,"$1,03,423 ",United States,Columbus,
E01242,Emery Doan,Controls Engineer,Engineering,Corporate,Female,25,6/23/2021,"$86,464 ",China,Shanghai,
E02535,Caroline Perez,Controls Engineer,Engineering,Corporate,Female,29,1/14/2018,"$80,516 ",Brazil,Sao Paulo,
E00369,Genesis Woods,Manager,Human Resources,Speciality Products,Female,33,8/21/2013,"$1,05,390 ",United States,Columbus,
E03332,Ruby Sun,Cloud Infrastructure Architect,IT,Manufacturing,Female,50,9/6/2021,"$83,418 ",China,Shanghai,
E03278,Nevaeh James,Solutions Architect,IT,Speciality Products,Female,45,11/3/2017,"$66,660 ",United States,Austin,
E02492,Parker Sandoval,Manager,Human Resources,Speciality Products,Male,59,6/10/2015,"$1,01,985 ",United States,Miami,
E03055,Austin Rojas,Vice President,Finance,Corporate,Male,29,12/5/2018,"$1,99,504 ",United States,Austin,
E01943,Vivian Espinoza,Sr. Manger,Sales,Corporate,Female,52,10/5/2006,"$1,47,966 ",Brazil,Rio de Janerio,5/23/2019
E01388,Cooper Gupta,Business Partner,Human Resources,Speciality Products,Male,58,6/20/2014,"$41,728 ",China,Chongqing,
E00717,Axel Santos,Sr. Analyst,Accounting,Speciality Products,Male,62,2/17/2011,"$94,422 ",United States,Phoenix,
E04637,Samuel Song,Director,Sales,Corporate,Male,31,6/29/2015,"$1,91,026 ",United States,Columbus,
E03240,Aiden Silva,Vice President,IT,Research & Development,Male,42,11/29/2010,"$1,86,725 ",Brazil,Manaus,
E00340,Eliana Allen,Business Partner,Human Resources,Research & Development,Female,56,8/20/2009,"$52,800 ",United States,Phoenix,
E04751,Grayson James,Operations Engineer,Engineering,Speciality Products,Male,54,12/5/2010,"$1,13,982 ",United States,Seattle,
E04636,Hailey Yee,Account Representative,Sales,Research & Development,Female,54,3/16/2021,"$56,239 ",China,Chongqing,
E00568,Ian Vargas,Analyst,Sales,Manufacturing,Male,26,3/2/2021,"$44,732 ",Brazil,Rio de Janerio,
E02938,John Trinh,Director,Marketing,Corporate,Male,49,6/26/2014,"$1,53,961 ",China,Shanghai,
E00555,Sofia Trinh,Network Architect,IT,Speciality Products,Female,45,12/18/2006,"$68,337 ",China,Chongqing,
E01111,Santiago f Moua,Sr. Manger,Human Resources,Corporate,Male,45,5/7/2010,"$1,45,093 ",United States,Chicago,
E03149,Layla Collins,IT Systems Architect,IT,Speciality Products,Female,26,3/11/2021,"$74,170 ",United States,Austin,
E00952,Jaxon Powell,Field Engineer,Engineering,Research & Development,Male,59,3/29/1996,"$62,605 ",United States,Austin,
E04380,Naomi Washington,Manager,IT,Speciality Products,Female,51,3/13/2020,"$1,07,195 ",United States,Austin,
E04095,Ryan Holmes,Sr. Manger,Marketing,Speciality Products,Male,45,1/11/2018,"$1,27,422 ",United States,Columbus,
E04994,Bella Holmes,Director,Accounting,Research & Development,Female,35,6/26/2017,"$1,61,269 ",United States,Miami,
E00447,Hailey Sanchez,Vice President,Marketing,Corporate,Female,32,2/5/2014,"$2,03,445 ",Brazil,Manaus,
E00089,Sofia Yoon,Sr. Manger,Human Resources,Research & Development,Female,37,1/17/2011,"$1,31,353 ",China,Shanghai,
E02035,Eli Rahman,Service Desk Analyst,IT,Manufacturing,Male,45,3/16/2010,"$88,182 ",China,Chengdu,
E03595,Christopher Howard,Enterprise Architect,IT,Speciality Products,Male,61,8/26/2019,"$75,780 ",United States,Seattle,
E03611,Alice Mehta,Analyst II,Sales,Research & Development,Female,45,4/2/2019,"$52,621 ",China,Beijing,
E04464,Cooper Yoon,Engineering Manager,Engineering,Research & Development,Male,60,2/15/2018,"$1,06,079 ",United States,Austin,4/9/2021
E02135,John Delgado,Cloud Infrastructure Architect,IT,Corporate,Male,30,2/11/2017,"$92,058 ",United States,Austin,
E01684,Jaxson Liang,Field Engineer,Engineering,Manufacturing,Male,64,3/3/2019,"$67,114 ",United States,Phoenix,
E02968,Caroline Santos,Analyst II,Finance,Research & Development,Female,25,7/12/2020,"$56,565 ",Brazil,Sao Paulo,
E03362,Lily Henderson,HRIS Analyst,Human Resources,Manufacturing,Female,61,5/20/2011,"$64,937 ",United States,Phoenix,
E01108,Hannah Martinez,Manager,Marketing,Manufacturing,Female,65,9/7/2006,"$1,27,626 ",United States,Miami,
E02217,William Phillips,Network Architect,IT,Corporate,Male,61,1/27/2004,"$88,478 ",United States,Austin,
E03519,Eliza Zheng,Computer Systems Manager,IT,Speciality Products,Female,48,4/20/2014,"$91,679 ",China,Chongqing,
E01967,John Dang,Director,Sales,Corporate,Male,58,3/19/1992,"$1,99,848 ",China,Chongqing,
E01125,Joshua Yang,Network Engineer,IT,Manufacturing,Male,34,11/10/2018,"$61,944 ",China,Shanghai,
E03795,Hazel Young,Sr. Manger,Sales,Speciality Products,Female,30,8/13/2017,"$1,54,624 ",United States,Austin,
E00508,Thomas Jung,Sr. Analyst,Accounting,Research & Development,Male,50,10/23/2009,"$79,447 ",China,Shanghai,
E02047,Xavier Perez,Sr. Analyst,Sales,Manufacturing,Male,51,2/26/1998,"$71,111 ",Brazil,Rio de Janerio,
E01582,Elijah Coleman,Sr. Manger,Sales,Research & Development,Male,53,10/19/2014,"$1,59,538 ",United States,Miami,
E02563,Clara Sanchez,Controls Engineer,Engineering,Corporate,Female,47,10/2/2018,"$1,11,404 ",Brazil,Rio de Janerio,
E04872,Isaac Stewart,Director,Marketing,Speciality Products,Male,25,8/15/2020,"$1,72,007 ",United States,Miami,
E03159,Claire Romero,Vice President,Marketing,Manufacturing,Female,37,7/21/2011,"$2,19,474 ",Brazil,Manaus,
E01337,Andrew Coleman,Director,Finance,Corporate,Male,41,5/15/2019,"$1,74,415 ",United States,Miami,
E00102,Riley Rojas,Network Architect,IT,Speciality Products,Female,36,1/21/2021,"$90,333 ",Brazil,Rio de Janerio,
E03637,Landon Thao,HRIS Analyst,Human Resources,Speciality Products,Male,25,1/21/2021,"$67,299 ",United States,Phoenix,
E03455,Hadley Ford,Systems Analyst,IT,Research & Development,Female,52,2/23/2005,"$45,286 ",United States,Chicago,
E03354,Austin Brown,Director,Marketing,Research & Development,Male,48,8/8/2007,"$1,94,723 ",United States,Phoenix,
E01225,Christian Fong,Manager,Sales,Research & Development,Male,49,8/10/2012,"$1,09,850 ",China,Beijing,2/4/2020
E01264,Hazel Alvarez,Business Partner,Human Resources,Research & Development,Female,62,4/19/2014,"$45,295 ",Brazil,Sao Paulo,
E02274,Isabella Bailey,Network Administrator,IT,Manufacturing,Female,36,8/23/2010,"$61,310 ",United States,Phoenix,
E02848,Lincoln Huynh,System Administrator ,IT,Research & Development,Male,55,11/9/2016,"$87,851 ",China,Chongqing,
E00480,Hadley Yee,Business Partner,Human Resources,Speciality Products,Female,31,3/12/2018,"$47,913 ",United States,Seattle,
E00203,Julia Doan,Business Partner,Human Resources,Speciality Products,Female,53,9/7/2017,"$46,727 ",United States,Columbus,5/31/2018
E00647,Dylan Ali,Sr. Manger,Human Resources,Speciality Products,Male,27,4/16/2021,"$1,33,400 ",United States,Phoenix,
E03296,Eloise Trinh,Solutions Architect,IT,Speciality Products,Female,39,4/22/2020,"$90,535 ",United States,Miami,
E02453,Dylan Kumar,Sr. Analyst,Marketing,Speciality Products,Male,55,7/11/2006,"$93,343 ",China,Chongqing,
E00647,Emily Gupta,HRIS Analyst,Human Resources,Corporate,Female,44,2/23/2006,"$63,705 ",United States,Miami,
E02522,Silas Rivera,Vice President,Sales,Corporate,Male,48,2/28/2000,"$2,58,081 ",United States,Chicago,
E00459,Jackson Jordan,Business Partner,Human Resources,Research & Development,Male,48,9/21/2020,"$54,654 ",United States,Phoenix,
E03007,Isaac Joseph,Analyst,Sales,Manufacturing,Male,54,9/24/1998,"$58,006 ",United States,Seattle,
E04035,Hailey Lai,Sr. Manger,Finance,Manufacturing,Female,42,3/18/2011,"$1,50,034 ",China,Beijing,
E00952,Leilani Thao,Director,Human Resources,Speciality Products,Female,38,5/30/2007,"$1,98,562 ",United States,Seattle,
E03863,Madeline Watson,Account Representative,Sales,Research & Development,Female,40,5/27/2009,"$62,411 ",United States,Miami,8/14/2021
E02710,Silas Huang,Engineering Manager,Engineering,Research & Development,Male,57,1/9/1992,"$1,11,299 ",United States,Miami,
E01895,Peyton Walker,Analyst,Marketing,Research & Development,Female,43,7/13/2019,"$41,545 ",United States,Miami,
E01339,Jeremiah Hernandez,Network Engineer,IT,Manufacturing,Male,26,4/14/2019,"$74,467 ",United States,Columbus,1/15/2021
E02938,Jace Washington,Manager,Accounting,Research & Development,Male,44,2/9/2002,"$1,17,545 ",United States,Phoenix,
E03379,Landon Kim,Manager,Human Resources,Speciality Products,Male,50,3/15/2012,"$1,17,226 ",United States,Phoenix,
E02153,Peyton Vasquez,Analyst,Accounting,Corporate,Female,26,1/24/2019,"$55,767 ",United States,Phoenix,
E00994,Charlotte Baker,Analyst II,Sales,Manufacturing,Female,29,11/17/2016,"$60,930 ",United States,Austin,
E00943,Elena Mendoza,Director,Sales,Speciality Products,Female,27,10/24/2018,"$1,54,973 ",Brazil,Sao Paulo,
E00869,Nova Lin,Cloud Infrastructure Architect,IT,Manufacturing,Female,33,10/21/2017,"$69,332 ",United States,Columbus,
E03457,Ivy Desai,Controls Engineer,Engineering,Research & Development,Female,59,4/9/2001,"$1,19,699 ",China,Shanghai,
E02193,Josephine Acosta,Director,Human Resources,Speciality Products,Female,40,9/20/2020,"$1,98,176 ",Brazil,Manaus,
E00577,Nora Nunez,Analyst II,Finance,Research & Development,Female,45,8/6/2012,"$58,586 ",Brazil,Sao Paulo,
E00538,Caleb Xiong,Sr. Account Representative,Sales,Corporate,Male,38,11/28/2011,"$74,010 ",United States,Chicago,
E01415,Henry Green,Sr. Account Representative,Sales,Speciality Products,Male,32,2/3/2020,"$96,598 ",United States,Phoenix,
E00717,Madelyn Chan,Manager,Sales,Speciality Products,Female,64,5/21/2003,"$1,06,444 ",United States,Phoenix,
E00225,Angel Delgado,Director,Finance,Corporate,Male,31,8/10/2017,"$1,56,931 ",United States,Seattle,
E02889,Mia Herrera,Director,Marketing,Research & Development,Female,43,10/16/2014,"$1,71,360 ",Brazil,Manaus,
E04978,Peyton Harris,Enterprise Architect,IT,Research & Development,Female,45,4/5/2009,"$64,505 ",United States,Miami,
